N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor,Horario,DataBR
C557288,2021-06-19 12:48:00,18109.0,United Kingdom,-4,-11.8,12:48:00,19/06/2021
C547495,2021-03-23 12:11:00,15021.0,United Kingdom,-2,-3.3,12:11:00,23/03/2021
C541826,2021-01-21 17:04:00,18260.0,United Kingdom,-6,-18.25,17:04:00,21/01/2021
C550709,2021-04-20 10:53:00,12997.0,United Kingdom,-5,-7.1,10:53:00,20/04/2021
C567682,2021-09-21 16:28:00,17997.0,United Kingdom,-71,-100.73,16:28:00,21/09/2021
C578122,2021-11-23 10:27:00,12452.0,Switzerland,-2,-2.0,10:27:00,23/11/2021
C552301,2021-05-08 14:50:00,17323.0,United Kingdom,-2,-5.05,14:50:00,08/05/2021
C538699,2020-12-14 10:23:00,16422.0,United Kingdom,-4,-31.8,10:23:00,14/12/2020
C536543,2020-12-01 14:30:00,17841.0,United Kingdom,-3,-3.8,14:30:00,01/12/2020
C544054,2021-02-15 12:41:00,,United Kingdom,-1,-869.55,12:41:00,15/02/2021
C578144,2021-11-23 11:06:00,16201.0,United Kingdom,-19,-41.95,11:06:00,23/11/2021
C561380,2021-07-26 17:12:00,17693.0,United Kingdom,-1,-8.5,17:12:00,26/07/2021
C568832,2021-09-29 11:35:00,17450.0,United Kingdom,-186,-957.9,11:35:00,29/09/2021
568401,2021-09-27 10:30:00,,United Kingdom,-35,0.0,10:30:00,27/09/2021
C546214,2021-03-10 11:45:00,15724.0,United Kingdom,-1,-5.95,11:45:00,10/03/2021
C568501,2021-09-27 12:13:00,16713.0,United Kingdom,-2,-17.0,12:13:00,27/09/2021
C544589,2021-02-21 15:11:00,,United Kingdom,-1,-5258.77,15:11:00,21/02/2021
C580171,2021-12-02 11:42:00,17949.0,United Kingdom,-24,-81.36,11:42:00,02/12/2021
575287,2021-11-09 12:15:00,,United Kingdom,-39,0.0,12:15:00,09/11/2021
C554851,2021-05-27 09:17:00,16463.0,United Kingdom,-1,-4.95,09:17:00,27/05/2021
546151,2021-03-09 17:04:00,,United Kingdom,-80,0.0,17:04:00,09/03/2021
C555361,2021-06-02 14:12:00,13308.0,United Kingdom,-3,-17.9,14:12:00,02/06/2021
C563612,2021-08-18 06:39:00,17442.0,United Kingdom,-1,-3.75,06:39:00,18/08/2021
545561,2021-03-03 16:12:00,,United Kingdom,-9,0.0,16:12:00,03/03/2021
551666,2021-05-03 12:35:00,,United Kingdom,-10,0.0,12:35:00,03/05/2021
561486,2021-07-27 13:48:00,,United Kingdom,-2,0.0,13:48:00,27/07/2021
C537232,2020-12-06 09:31:00,12586.0,Italy,-2,-17.0,09:31:00,06/12/2020
C538059,2020-12-09 13:38:00,14205.0,United Kingdom,-104,-238.2,13:38:00,09/12/2020
C543763,2021-02-11 15:14:00,13050.0,United Kingdom,-3,-34.85,15:14:00,11/02/2021
C555529,2021-06-05 11:45:00,16923.0,United Kingdom,-24,-70.8,11:45:00,05/06/2021
C553378,2021-05-16 15:02:00,,United Kingdom,-2,-297.12,15:02:00,16/05/2021
C552718,2021-05-11 09:43:00,14462.0,United Kingdom,-12,-6.6,09:43:00,11/05/2021
573318,2021-10-28 18:11:00,,United Kingdom,-47,0.0,18:11:00,28/10/2021
C577892,2021-11-22 11:43:00,16191.0,United Kingdom,-1,-3.25,11:43:00,22/11/2021
C556635,2021-06-13 15:25:00,13505.0,Switzerland,-5,-21.95,15:25:00,13/06/2021
C563593,2021-08-18 06:13:00,14646.0,Netherlands,-1,-206.4,06:13:00,18/08/2021
C554863,2021-05-27 10:35:00,15660.0,United Kingdom,-2,-5.5,10:35:00,27/05/2021
C569116,2021-09-30 12:52:00,13320.0,United Kingdom,-12,-15.0,12:52:00,30/09/2021
C553534,2021-05-17 15:15:00,14849.0,United Kingdom,-1,-3.75,15:15:00,17/05/2021
579688,2021-11-30 13:51:00,,United Kingdom,-33,0.0,13:51:00,30/11/2021
C574259,2021-11-03 13:52:00,15521.0,United Kingdom,-45,-80.55,13:52:00,03/11/2021
C562020,2021-08-01 15:13:00,16774.0,United Kingdom,-4,-6.6,15:13:00,01/08/2021
C550933,2021-04-21 15:13:00,,United Kingdom,-1,-678.03,15:13:00,21/04/2021
C554345,2021-05-23 17:47:00,13767.0,United Kingdom,-3,-11.25,17:47:00,23/05/2021
C564998,2021-08-31 16:14:00,17581.0,United Kingdom,-20,-41.6,16:14:00,31/08/2021
C564813,2021-08-30 11:46:00,17173.0,United Kingdom,-1,-10.95,11:46:00,30/08/2021
551454,2021-04-28 16:02:00,,United Kingdom,-3,0.0,16:02:00,28/04/2021
581226,2021-12-08 09:56:00,,United Kingdom,-338,0.0,09:56:00,08/12/2021
C551465,2021-04-28 16:17:00,14640.0,United Kingdom,-5,-16.65,16:17:00,28/04/2021
C558255,2021-06-27 17:06:00,12955.0,United Kingdom,-1,-2.95,17:06:00,27/06/2021
C549253,2021-04-07 12:20:00,12408.0,Belgium,-5,-14.48,12:20:00,07/04/2021
C565477,2021-09-05 10:58:00,13630.0,United Kingdom,-3,-6.3,10:58:00,05/09/2021
C557624,2021-06-21 14:22:00,16422.0,United Kingdom,-3,-64.15,14:22:00,21/06/2021
561491,2021-07-27 13:56:00,,United Kingdom,-2,0.0,13:56:00,27/07/2021
C550787,2021-04-20 14:08:00,17450.0,United Kingdom,-2,-25.74,14:08:00,20/04/2021
C557658,2021-06-21 17:41:00,13630.0,United Kingdom,-4,-7.7,17:41:00,21/06/2021
564667,2021-08-26 15:08:00,,United Kingdom,-400,0.0,15:08:00,26/08/2021
C541786,2021-01-21 12:54:00,14441.0,United Kingdom,-3,-32.85,12:54:00,21/01/2021
C563595,2021-08-18 06:15:00,13769.0,United Kingdom,-3,-11.75,06:15:00,18/08/2021
C566753,2021-09-14 15:48:00,14911.0,EIRE,-1,-9.95,15:48:00,14/09/2021
542548,2021-01-28 14:45:00,,United Kingdom,-1,0.0,14:45:00,28/01/2021
C539657,2020-12-20 17:24:00,16134.0,United Kingdom,-14,-14.4,17:24:00,20/12/2020
549038,2021-04-05 17:10:00,,United Kingdom,-70,0.0,17:10:00,05/04/2021
C558061,2021-06-24 15:15:00,12809.0,Portugal,-1,-4.95,15:15:00,24/06/2021
C545886,2021-03-07 15:53:00,,United Kingdom,-1,-222.59,15:53:00,07/03/2021
C579519,2021-11-29 18:11:00,12748.0,United Kingdom,-12,-17.4,18:11:00,29/11/2021
537004,2020-12-03 15:34:00,,United Kingdom,-30,0.0,15:34:00,03/12/2020
C547054,2021-03-20 12:11:00,16444.0,United Kingdom,-2,-15.9,12:11:00,20/03/2021
C577394,2021-11-18 17:09:00,14902.0,United Kingdom,-9,-18.55,17:09:00,18/11/2021
545562,2021-03-03 16:12:00,,United Kingdom,-5,0.0,16:12:00,03/03/2021
C546207,2021-03-10 11:17:00,14211.0,United Kingdom,-4,-19.5,11:17:00,10/03/2021
C547807,2021-03-25 13:41:00,14194.0,United Kingdom,-6,-4.3,13:41:00,25/03/2021
C556268,2021-06-09 19:34:00,13317.0,United Kingdom,-14,-82.9,19:34:00,09/06/2021
C546302,2021-03-10 15:27:00,14214.0,United Kingdom,-2,-2.9,15:27:00,10/03/2021
C550485,2021-04-18 14:15:00,13317.0,United Kingdom,-17,-38.21,14:15:00,18/04/2021
C579926,2021-12-01 09:19:00,14389.0,United Kingdom,-15,-25.4,09:19:00,01/12/2021
569121,2021-09-30 13:03:00,,United Kingdom,-38,0.0,13:03:00,30/09/2021
C579893,2021-12-01 08:25:00,13468.0,United Kingdom,-2,-19.9,08:25:00,01/12/2021
C556874,2021-06-15 11:49:00,,United Kingdom,-1,-464.52,11:49:00,15/06/2021
C536506,2020-12-01 12:38:00,17897.0,United Kingdom,-6,-25.5,12:38:00,01/12/2020
C547855,2021-03-27 12:13:00,14194.0,United Kingdom,-1,-6.75,12:13:00,27/03/2021
575907,2021-11-11 15:52:00,,United Kingdom,-10,0.0,15:52:00,11/11/2021
C568377,2021-09-27 08:53:00,14911.0,EIRE,-3,-3.35,08:53:00,27/09/2021
C565001,2021-08-31 16:23:00,17675.0,United Kingdom,-4,-39.8,16:23:00,31/08/2021
C552029,2021-05-05 18:11:00,15622.0,United Kingdom,-9,-18.35,18:11:00,05/05/2021
C548543,2021-03-31 18:44:00,14525.0,United Kingdom,-14,-48.3,18:44:00,31/03/2021
569341,2021-10-03 14:19:00,,United Kingdom,-458,0.0,14:19:00,03/10/2021
C581466,2021-12-08 19:20:00,13883.0,United Kingdom,-7,-36.15,19:20:00,08/12/2021
C538066,2020-12-09 13:58:00,15738.0,United Kingdom,-1,-2.95,13:58:00,09/12/2020
C538798,2020-12-14 11:45:00,17041.0,United Kingdom,-4,-15.8,11:45:00,14/12/2020
581206,2021-12-07 18:34:00,,United Kingdom,-87,0.0,18:34:00,07/12/2021
C575064,2021-11-08 12:39:00,12472.0,Germany,-14,-42.01,12:39:00,08/11/2021
C575327,2021-11-09 13:47:00,14911.0,EIRE,-2,-15.9,13:47:00,09/11/2021
C559303,2021-07-07 12:49:00,13510.0,United Kingdom,-4,-6.4,12:49:00,07/07/2021
C552706,2021-05-10 16:15:00,13014.0,United Kingdom,-2,-12.4,16:15:00,10/05/2021
C542032,2021-01-25 11:45:00,15311.0,United Kingdom,-7,-23.73,11:45:00,25/01/2021
C546210,2021-03-10 11:31:00,14713.0,United Kingdom,-2,-2.1,11:31:00,10/03/2021
C566956,2021-09-15 16:45:00,14019.0,United Kingdom,-3,-22.65,16:45:00,15/09/2021
542563,2021-01-28 14:52:00,,United Kingdom,-1,0.0,14:52:00,28/01/2021
C548454,2021-03-31 11:42:00,16422.0,United Kingdom,-4,-71.4,11:42:00,31/03/2021
558308,2021-06-28 11:02:00,,United Kingdom,-10,0.0,11:02:00,28/06/2021
C544583,2021-02-21 14:48:00,,United Kingdom,-7,-339.92,14:48:00,21/02/2021
C543381,2021-02-07 15:52:00,15513.0,United Kingdom,-144,-152.64,15:52:00,07/02/2021
C550771,2021-04-20 13:11:00,17856.0,United Kingdom,-7,-14.7,13:11:00,20/04/2021
C536850,2020-12-03 09:47:00,14213.0,United Kingdom,-244,-1192.2,09:47:00,03/12/2020
C577481,2021-11-20 11:39:00,12778.0,Netherlands,-1,-18.0,11:39:00,20/11/2021
C572115,2021-10-20 19:16:00,16394.0,United Kingdom,-42,-17.64,19:16:00,20/10/2021
C546128,2021-03-09 15:05:00,15622.0,United Kingdom,-3,-18.45,15:05:00,09/03/2021
C569733,2021-10-06 09:57:00,12500.0,Germany,-3,-29.9,09:57:00,06/10/2021
C553880,2021-05-19 15:23:00,13762.0,United Kingdom,-272,-306.72,15:23:00,19/05/2021
C538749,2020-12-14 11:28:00,15713.0,United Kingdom,-1,-9.95,11:28:00,14/12/2020
C556448,2021-06-10 15:39:00,15098.0,United Kingdom,-60,-297.0,15:39:00,10/06/2021
C555411,2021-06-03 09:46:00,13069.0,United Kingdom,-40,-84.0,09:46:00,03/06/2021
581207,2021-12-07 18:34:00,,United Kingdom,-337,0.0,18:34:00,07/12/2021
C560221,2021-07-15 15:23:00,13408.0,United Kingdom,-2,-8.5,15:23:00,15/07/2021
547593,2021-03-24 11:18:00,,United Kingdom,-2,0.0,11:18:00,24/03/2021
576436,2021-11-15 11:27:00,,United Kingdom,-26,0.0,11:27:00,15/11/2021
C541829,2021-01-21 17:08:00,14175.0,United Kingdom,-4,-39.8,17:08:00,21/01/2021
C566578,2021-09-13 13:33:00,,United Kingdom,-1,-92.93,13:33:00,13/09/2021
C580698,2021-12-05 16:12:00,17426.0,United Kingdom,-12,-15.0,16:12:00,05/12/2021
C548721,2021-04-04 08:59:00,12957.0,United Kingdom,-6,-9.2,08:59:00,04/04/2021
C579018,2021-11-28 10:14:00,16678.0,United Kingdom,-1,-7.0,10:14:00,28/11/2021
C546664,2021-03-15 14:41:00,16061.0,United Kingdom,-1,-29.95,14:41:00,15/03/2021
C557054,2021-06-16 14:43:00,17828.0,Malta,-3,-12.75,14:43:00,16/06/2021
C557004,2021-06-16 11:16:00,16729.0,United Kingdom,-1,-1.95,11:16:00,16/06/2021
C545508,2021-03-03 11:53:00,17017.0,United Kingdom,-2,-5.9,11:53:00,03/03/2021
539996,2021-01-04 10:12:00,,United Kingdom,-10,0.0,10:12:00,04/01/2021
C568601,2021-09-28 11:22:00,15696.0,United Kingdom,-1,-4.95,11:22:00,28/09/2021
574578,2021-11-04 17:09:00,,United Kingdom,-240,0.0,17:09:00,04/11/2021
C554518,2021-05-24 16:58:00,16592.0,United Kingdom,-6,-8.7,16:58:00,24/05/2021
554276,2021-05-23 13:19:00,,United Kingdom,-58,0.0,13:19:00,23/05/2021
C579415,2021-11-29 12:52:00,15311.0,United Kingdom,-4,-15.0,12:52:00,29/11/2021
C566955,2021-09-15 16:42:00,13026.0,United Kingdom,-21,-16.59,16:42:00,15/09/2021
C577821,2021-11-22 09:29:00,13777.0,United Kingdom,-2,-10.2,09:29:00,22/11/2021
C562122,2021-08-02 17:18:00,14857.0,United Kingdom,-9,-7.47,17:18:00,02/08/2021
553651,2021-05-18 11:06:00,,United Kingdom,-23,0.0,11:06:00,18/05/2021
C559022,2021-07-05 13:18:00,13021.0,United Kingdom,-3,-4.95,13:18:00,05/07/2021
C543638,2021-02-10 16:40:00,16403.0,United Kingdom,-11,-16.45,16:40:00,10/02/2021
C542642,2021-01-31 11:27:00,15827.0,United Kingdom,-4,-33.6,11:27:00,31/01/2021
C567440,2021-09-20 11:58:00,17841.0,United Kingdom,-1,-12.75,11:58:00,20/09/2021
C554005,2021-05-20 12:23:00,15620.0,United Kingdom,-12,-15.0,12:23:00,20/05/2021
549462,2021-04-08 14:21:00,,United Kingdom,-16,0.0,14:21:00,08/04/2021
C573765,2021-11-01 09:57:00,18226.0,United Kingdom,-2,-11.9,09:57:00,01/11/2021
C572275,2021-10-23 09:42:00,12572.0,Germany,-2,-15.7,09:42:00,23/10/2021
C574322,2021-11-03 19:42:00,15482.0,United Kingdom,-24,-262.8,19:42:00,03/11/2021
C569911,2021-10-06 16:47:00,16653.0,United Kingdom,-10,-45.74,16:47:00,06/10/2021
541601,2021-01-19 16:48:00,,United Kingdom,-84,0.0,16:48:00,19/01/2021
572527,2021-10-24 15:35:00,,United Kingdom,-46,0.0,15:35:00,24/10/2021
C543745,2021-02-11 13:46:00,13672.0,United Kingdom,-19,-62.13,13:46:00,11/02/2021
C554983,2021-05-29 12:18:00,17152.0,United Kingdom,-40,-186.0,12:18:00,29/05/2021
C575626,2021-11-10 13:21:00,17651.0,United Kingdom,-2,-7.03,13:21:00,10/11/2021
556015,2021-06-08 11:50:00,,United Kingdom,-13,0.0,11:50:00,08/06/2021
C543756,2021-02-11 14:50:00,13089.0,United Kingdom,-24,-54.6,14:50:00,11/02/2021
C571856,2021-10-19 13:37:00,17063.0,United Kingdom,-1,-2.95,13:37:00,19/10/2021
C577227,2021-11-18 12:06:00,14527.0,United Kingdom,-4,-78.72,12:06:00,18/11/2021
571010,2021-10-13 12:13:00,,United Kingdom,-16,0.0,12:13:00,13/10/2021
548381,2021-03-30 16:45:00,,United Kingdom,-690,0.0,16:45:00,30/03/2021
C574268,2021-11-03 14:22:00,14359.0,United Kingdom,-1,-5.75,14:22:00,03/11/2021
C564134,2021-08-23 11:02:00,12456.0,Switzerland,-17,-27.15,11:02:00,23/08/2021
C561703,2021-07-29 11:07:00,12709.0,Germany,-6,-84.19,11:07:00,29/07/2021
C564907,2021-08-31 12:24:00,18225.0,United Kingdom,-9,-37.55,12:24:00,31/08/2021
C566565,2021-09-13 12:32:00,14096.0,United Kingdom,-1,-52.24,12:32:00,13/09/2021
C578669,2021-11-24 17:14:00,17323.0,United Kingdom,-4,-7.03,17:14:00,24/11/2021
C575537,2021-11-10 11:14:00,14606.0,United Kingdom,-1,-2.55,11:14:00,10/11/2021
C543347,2021-02-07 12:44:00,12472.0,Germany,-41,-94.93,12:44:00,07/02/2021
537001,2020-12-03 15:33:00,,United Kingdom,-6,0.0,15:33:00,03/12/2020
C553564,2021-05-17 17:43:00,17581.0,United Kingdom,-1,-195.0,17:43:00,17/05/2021
C557515,2021-06-20 17:05:00,17463.0,United Kingdom,-5,-15.05,17:05:00,20/06/2021
C573228,2021-10-28 11:54:00,16764.0,United Kingdom,-4,-8.98,11:54:00,28/10/2021
C567065,2021-09-16 11:51:00,16108.0,United Kingdom,-16,-26.4,11:51:00,16/09/2021
C558253,2021-06-27 17:04:00,13611.0,United Kingdom,-4,-13.6,17:04:00,27/06/2021
C543786,2021-02-11 17:01:00,13078.0,United Kingdom,-1,-8.5,17:01:00,11/02/2021
551672,2021-05-03 12:39:00,,United Kingdom,-4,0.0,12:39:00,03/05/2021
C542256,2021-01-26 17:04:00,17722.0,United Kingdom,-15,-13.4,17:04:00,26/01/2021
C540559,2021-01-10 10:07:00,,EIRE,-4,-15.0,10:07:00,10/01/2021
C539945,2020-12-23 11:40:00,17069.0,United Kingdom,-6,-13.5,11:40:00,23/12/2020
C546519,2021-03-14 12:27:00,14350.0,United Kingdom,-17,-24.23,12:27:00,14/03/2021
C540250,2021-01-05 16:02:00,17511.0,United Kingdom,-10,-37.6,16:02:00,05/01/2021
C577353,2021-11-18 15:45:00,12781.0,Czech Republic,-1,-4.0,15:45:00,18/11/2021
C555597,2021-06-06 10:19:00,15796.0,United Kingdom,-1,-42.0,10:19:00,06/06/2021
C563599,2021-08-18 06:22:00,15152.0,United Kingdom,-3,-12.95,06:22:00,18/08/2021
C568419,2021-09-27 11:16:00,13694.0,United Kingdom,-192,-74.88,11:16:00,27/09/2021
C575606,2021-11-10 12:37:00,14096.0,United Kingdom,-1,-517.51,12:37:00,10/11/2021
C576670,2021-11-16 11:55:00,16393.0,United Kingdom,-6,-14.29,11:55:00,16/11/2021
C543627,2021-02-10 15:50:00,15601.0,United Kingdom,-1,-5.95,15:50:00,10/02/2021
C554153,2021-05-23 11:21:00,16033.0,United Kingdom,-2,-9.9,11:21:00,23/05/2021
C571014,2021-10-13 12:16:00,17509.0,United Kingdom,-2,-11.9,12:16:00,13/10/2021
573499,2021-10-31 12:01:00,,United Kingdom,-164,0.0,12:01:00,31/10/2021
C555882,2021-06-07 15:40:00,14625.0,United Kingdom,-1,-6.75,15:40:00,07/06/2021
C554525,2021-05-24 17:19:00,15093.0,United Kingdom,-1,-3.95,17:19:00,24/05/2021
C570854,2021-10-12 14:55:00,15473.0,United Kingdom,-40,-102.0,14:55:00,12/10/2021
C578371,2021-11-24 11:16:00,14410.0,United Kingdom,-38,-136.85,11:16:00,24/11/2021
C538642,2020-12-13 14:37:00,12476.0,Germany,-2,-12.45,14:37:00,13/12/2020
C579866,2021-11-30 16:39:00,17528.0,United Kingdom,-2,-41.0,16:39:00,30/11/2021
C567685,2021-09-21 16:35:00,16394.0,United Kingdom,-203,-105.42,16:35:00,21/09/2021
C539608,2020-12-20 14:10:00,16873.0,United Kingdom,-3,-29.75,14:10:00,20/12/2020
C552027,2021-05-05 18:09:00,16705.0,United Kingdom,-1,-3.39,18:09:00,05/05/2021
C567715,2021-09-22 10:12:00,16160.0,United Kingdom,-7,-11.83,10:12:00,22/09/2021
C567518,2021-09-20 16:28:00,,EIRE,-14,-42.7,16:28:00,20/09/2021
554020,2021-05-20 13:17:00,,United Kingdom,-30,0.0,13:17:00,20/05/2021
C568598,2021-09-28 11:19:00,15737.0,United Kingdom,-5,-11.31,11:19:00,28/09/2021
565060,2021-08-31 17:15:00,,United Kingdom,-46,0.0,17:15:00,31/08/2021
549143,2021-04-06 15:27:00,,United Kingdom,-17,0.0,15:27:00,06/04/2021
543269,2021-02-04 17:25:00,,United Kingdom,-18,0.0,17:25:00,04/02/2021
C554338,2021-05-23 17:29:00,14038.0,United Kingdom,-2,-5.9,17:29:00,23/05/2021
C569554,2021-10-04 17:51:00,16401.0,United Kingdom,-5,-5.85,17:51:00,04/10/2021
C550099,2021-04-14 12:28:00,16933.0,United Kingdom,-2,-11.75,12:28:00,14/04/2021
C562728,2021-08-09 09:41:00,12406.0,Denmark,-9,-134.55,09:41:00,09/08/2021
C542416,2021-01-27 17:23:00,16133.0,United Kingdom,-5,-6.25,17:23:00,27/01/2021
C558436,2021-06-29 12:45:00,15805.0,United Kingdom,-36,-23.4,12:45:00,29/06/2021
C537431,2020-12-06 16:10:00,16782.0,United Kingdom,-1,-5.95,16:10:00,06/12/2020
556320,2021-06-10 10:50:00,,United Kingdom,-42,0.0,10:50:00,10/06/2021
542417,2021-01-27 17:38:00,,United Kingdom,-11,0.0,17:38:00,27/01/2021
C568420,2021-09-27 11:17:00,16573.0,United Kingdom,-1,-4.95,11:17:00,27/09/2021
576473,2021-11-15 11:40:00,,United Kingdom,-108,0.0,11:40:00,15/11/2021
C577775,2021-11-21 16:00:00,12504.0,Germany,-36,-335.4,16:00:00,21/11/2021
C554781,2021-05-26 11:44:00,14245.0,United Kingdom,-1,-1.95,11:44:00,26/05/2021
C538734,2020-12-14 11:24:00,16810.0,United Kingdom,-2,-33.9,11:24:00,14/12/2020
C547802,2021-03-25 13:12:00,12921.0,United Kingdom,-5,-3.6,13:12:00,25/03/2021
C553230,2021-05-16 11:09:00,14201.0,United Kingdom,-6,-29.7,11:09:00,16/05/2021
C551841,2021-05-04 13:40:00,15311.0,United Kingdom,-4,-4.24,13:40:00,04/05/2021
C557653,2021-06-21 17:25:00,14040.0,United Kingdom,-10,-52.53,17:25:00,21/06/2021
567060,2021-09-16 11:41:00,,United Kingdom,-62,0.0,11:41:00,16/09/2021
C573321,2021-10-30 10:35:00,14546.0,United Kingdom,-6,-25.95,10:35:00,30/10/2021
C564487,2021-08-25 14:07:00,15838.0,United Kingdom,-1,-11.52,14:07:00,25/08/2021
C568600,2021-09-28 11:21:00,18223.0,United Kingdom,-1,-2.08,11:21:00,28/09/2021
C553409,2021-05-17 09:23:00,18136.0,United Kingdom,-6,-22.5,09:23:00,17/05/2021
C544653,2021-02-22 12:55:00,13113.0,United Kingdom,-2,-17.4,12:55:00,22/02/2021
C581464,2021-12-08 18:57:00,15951.0,United Kingdom,-7,-38.65,18:57:00,08/12/2021
C570484,2021-10-10 17:08:00,14911.0,EIRE,-18,-40.5,17:08:00,10/10/2021
565385,2021-09-02 15:46:00,,United Kingdom,-434,0.0,15:46:00,02/09/2021
C543752,2021-02-11 14:12:00,14031.0,United Kingdom,-1,-64.27,14:12:00,11/02/2021
C542740,2021-01-31 15:59:00,12853.0,United Kingdom,-5,-16.45,15:59:00,31/01/2021
555391,2021-06-02 16:29:00,,United Kingdom,-10,0.0,16:29:00,02/06/2021
C572470,2021-10-24 13:32:00,,United Kingdom,-2,-259.25,13:32:00,24/10/2021
C579945,2021-12-01 10:41:00,15993.0,United Kingdom,-4,-11.7,10:41:00,01/12/2021
C580970,2021-12-06 15:01:00,15814.0,United Kingdom,-6,-76.5,15:01:00,06/12/2021
549457,2021-04-08 14:19:00,,United Kingdom,-16,0.0,14:19:00,08/04/2021
C550825,2021-04-21 10:00:00,18177.0,United Kingdom,-5,-27.25,10:00:00,21/04/2021
C559950,2021-07-14 10:47:00,14562.0,United Kingdom,-6,-17.55,10:47:00,14/07/2021
C552995,2021-05-12 15:19:00,18133.0,United Kingdom,-1350,-216.0,15:19:00,12/05/2021
C574288,2021-11-03 15:13:00,,United Kingdom,-1,-14.75,15:13:00,03/11/2021
547596,2021-03-24 11:20:00,,United Kingdom,-5,0.0,11:20:00,24/03/2021
551448,2021-04-28 15:59:00,,United Kingdom,-4,0.0,15:59:00,28/04/2021
566763,2021-09-14 17:48:00,,United Kingdom,-5,0.0,17:48:00,14/09/2021
567127,2021-09-16 14:01:00,,United Kingdom,-48,0.0,14:01:00,16/09/2021
C554790,2021-05-26 12:10:00,14911.0,EIRE,-4,-5.8,12:10:00,26/05/2021
C553024,2021-05-12 19:28:00,13136.0,United Kingdom,-1,-1.65,19:28:00,12/05/2021
C547848,2021-03-27 12:05:00,12921.0,United Kingdom,-1,-1.95,12:05:00,27/03/2021
546661,2021-03-15 14:33:00,,United Kingdom,-25,0.0,14:33:00,15/03/2021
538043,2020-12-09 13:10:00,,United Kingdom,-1,0.0,13:10:00,09/12/2020
C569318,2021-10-03 12:14:00,13505.0,Switzerland,-5,-16.75,12:14:00,03/10/2021
C578239,2021-11-23 12:29:00,14912.0,Italy,-1,-26.33,12:29:00,23/11/2021
C576194,2021-11-14 12:03:00,16790.0,United Kingdom,-3,-12.75,12:03:00,14/11/2021
C579347,2021-11-29 11:47:00,17658.0,United Kingdom,-94,-109.54,11:47:00,29/11/2021
555332,2021-06-02 11:11:00,,United Kingdom,-48,0.0,11:11:00,02/06/2021
C539568,2020-12-20 11:59:00,13267.0,United Kingdom,-6,-47.7,11:59:00,20/12/2020
C546773,2021-03-16 15:42:00,14505.0,United Kingdom,-4,-34.0,15:42:00,16/03/2021
C560877,2021-07-21 15:14:00,16859.0,United Kingdom,-1,-49.95,15:14:00,21/07/2021
C537251,2020-12-06 10:45:00,,United Kingdom,-103,-219.72,10:45:00,06/12/2020
547403,2021-03-22 17:05:00,,United Kingdom,-2,0.0,17:05:00,22/03/2021
C550181,2021-04-14 17:43:00,13069.0,United Kingdom,-214,-330.34,17:43:00,14/04/2021
C558081,2021-06-26 11:42:00,18172.0,United Kingdom,-3,-44.85,11:42:00,26/06/2021
574579,2021-11-04 17:14:00,,United Kingdom,-203,0.0,17:14:00,04/11/2021
C564279,2021-08-24 10:54:00,17706.0,United Kingdom,-35,-310.33,10:54:00,24/08/2021
538047,2020-12-09 13:13:00,,United Kingdom,-70,0.0,13:13:00,09/12/2020
C550489,2021-04-18 14:30:00,16033.0,United Kingdom,-6,-35.7,14:30:00,18/04/2021
C574350,2021-11-04 10:36:00,16637.0,United Kingdom,-36,-29.88,10:36:00,04/11/2021
577120,2021-11-17 18:09:00,,United Kingdom,-10,0.0,18:09:00,17/11/2021
C555935,2021-06-08 09:14:00,12567.0,France,-216,-286.34,09:14:00,08/06/2021
C567891,2021-09-22 15:50:00,15296.0,United Kingdom,-1,-6.95,15:50:00,22/09/2021
C539476,2020-12-19 14:43:00,16686.0,United Kingdom,-1,-4.95,14:43:00,19/12/2020
550133,2021-04-14 13:49:00,,United Kingdom,-1092,0.0,13:49:00,14/04/2021
C552022,2021-05-05 17:58:00,12840.0,United Kingdom,-4,-6.6,17:58:00,05/05/2021
C560735,2021-07-20 14:59:00,16013.0,United Kingdom,-360,-990.0,14:59:00,20/07/2021
C579178,2021-11-28 14:55:00,12362.0,Belgium,-7,-48.85,14:55:00,28/11/2021
567927,2021-09-22 17:28:00,,United Kingdom,-3,0.0,17:28:00,22/09/2021
C539866,2020-12-23 10:20:00,12427.0,Germany,-9,-56.95,10:20:00,23/12/2020
C570686,2021-10-11 16:27:00,13418.0,United Kingdom,-2,-1.7,16:27:00,11/10/2021
554679,2021-05-25 16:04:00,,United Kingdom,-21,0.0,16:04:00,25/05/2021
581213,2021-12-07 18:38:00,,United Kingdom,-30,0.0,18:38:00,07/12/2021
C567365,2021-09-19 16:59:00,15443.0,United Kingdom,-3,-24.75,16:59:00,19/09/2021
549267,2021-04-07 12:46:00,,United Kingdom,-5,0.0,12:46:00,07/04/2021
574520,2021-11-04 13:44:00,,United Kingdom,-6,0.0,13:44:00,04/11/2021
C572855,2021-10-26 12:28:00,15215.0,United Kingdom,-10,-78.15,12:28:00,26/10/2021
554360,2021-05-24 09:59:00,,United Kingdom,-13,0.0,09:59:00,24/05/2021
C555248,2021-06-01 14:49:00,17682.0,United Kingdom,-2,-15.0,14:49:00,01/06/2021
556260,2021-06-09 18:02:00,,United Kingdom,-18,0.0,18:02:00,09/06/2021
C575058,2021-11-08 12:25:00,16013.0,United Kingdom,-2,-15.9,12:25:00,08/11/2021
